,SUV,pickup truck,sedan,hatchback,convertible,coupe,roadster,van,firetruck,garbagetruck,mailtruck,trailertruck
3839_WEST_WILCOX_STREET,1,0,1,0,0,0,0,1,0,0,0,0
3840_WEST_FERDINAND_STREET,0,0,0,1,0,1,0,0,0,0,0,0
3840_WEST_FILLMORE_STREET,1,0,1,1,0,0,0,0,0,0,0,0
3840_WEST_FLOURNOY_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3840_WEST_HURON_STREET,0,1,0,0,0,0,0,2,0,0,0,0
3840_WEST_MADISON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3840_WEST_MONROE_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3840_WEST_POLK_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3840_WEST_VAN_BUREN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3840_WEST_WASHINGTON_BOULEVARD,1,0,1,0,0,0,0,0,0,0,0,0
3840_WEST_WILCOX_STREET,0,1,1,0,0,0,0,0,0,0,0,2
3841_WEST_ADAMS_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3841_WEST_FERDINAND_STREET,0,0,0,1,0,1,0,0,0,0,0,0
3841_WEST_HURON_STREET,0,1,0,0,0,0,0,2,0,0,0,0
3841_WEST_LEXINGTON_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3841_WEST_MAYPOLE_AVENUE,1,0,1,0,0,0,0,0,0,0,0,0
3841_WEST_MONROE_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3841_WEST_POLK_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3841_WEST_WASHINGTON_BOULEVARD,1,0,0,0,0,0,0,0,0,0,0,0
3841_WEST_WEST_END_AVENUE,1,0,0,0,0,1,0,0,0,0,0,0
3842_WEST_CONGRESS_PARKWAY,2,0,0,0,0,0,0,0,0,0,0,0
3842_WEST_FERDINAND_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3842_WEST_FILLMORE_STREET,1,0,1,1,0,0,0,0,0,0,0,0
3842_WEST_GLADYS_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
3842_WEST_HURON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3842_WEST_MADISON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3842_WEST_POLK_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3842_WEST_WILCOX_STREET,0,0,1,1,0,1,0,0,0,0,0,0
3843_WEST_ADAMS_STREET,0,1,0,0,0,0,1,1,0,0,0,0
3843_WEST_FERDINAND_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3843_WEST_FILLMORE_STREET,1,0,1,1,0,0,0,0,0,0,0,0
3843_WEST_FLOURNOY_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3843_WEST_GRENSHAW_STREET,1,0,1,0,0,0,1,0,0,0,0,0
3843_WEST_POLK_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3843_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3843_WEST_WILCOX_STREET,0,1,1,0,0,0,0,0,0,0,0,2
3844_WEST_CONGRESS_PARKWAY,0,0,1,0,0,1,0,0,0,0,0,0
3844_WEST_FILLMORE_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3844_WEST_FLOURNOY_STREET,1,0,0,1,0,0,0,1,0,0,0,0
3844_WEST_GRENSHAW_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3844_WEST_LEXINGTON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3844_WEST_MONROE_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3844_WEST_POLK_STREET,1,0,1,0,1,0,0,0,0,0,0,0
3844_WEST_VAN_BUREN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3844_WEST_WEST_END_AVENUE,0,0,1,0,0,0,1,0,0,0,0,0
3844_WEST_WILCOX_STREET,0,0,1,1,0,1,0,0,0,0,0,0
3845_WEST_ADAMS_STREET,0,1,0,0,0,0,1,1,0,0,0,0
3845_WEST_FILLMORE_STREET,1,0,1,1,0,0,0,0,0,0,0,0
3845_WEST_FLOURNOY_STREET,1,0,0,1,0,0,0,1,0,0,0,0
3845_WEST_GLADYS_AVENUE,0,0,0,0,0,1,0,0,0,0,0,0
3845_WEST_GRENSHAW_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3845_WEST_MONROE_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3845_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3845_WEST_WILCOX_STREET,0,0,1,1,0,1,0,0,0,0,0,0
3846_WEST_ADAMS_STREET,0,0,0,0,0,0,0,2,0,0,0,0
3846_WEST_FLOURNOY_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3846_WEST_GLADYS_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
3846_WEST_GRENSHAW_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3846_WEST_MONROE_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3846_WEST_POLK_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3846_WEST_WEST_END_AVENUE,0,0,1,0,0,0,1,0,0,0,0,0
3847_WEST_FILLMORE_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3847_WEST_FLOURNOY_STREET,0,1,0,1,0,0,0,0,0,0,0,0
3847_WEST_GLADYS_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
3847_WEST_GRENSHAW_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3847_WEST_HURON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3847_WEST_JACKSON_BOULEVARD,1,0,0,0,0,0,0,1,0,0,0,0
3847_WEST_LEXINGTON_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3847_WEST_MAYPOLE_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
3847_WEST_POLK_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3847_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3847_WEST_WILCOX_STREET,0,0,1,1,0,1,0,0,0,0,0,0
3848_WEST_CONGRESS_PARKWAY,0,0,0,0,0,1,0,0,0,0,0,0
3848_WEST_FERDINAND_STREET,0,0,0,1,0,0,0,1,0,0,0,0
3848_WEST_FILLMORE_STREET,1,0,0,0,0,1,0,0,0,0,0,0
3848_WEST_FLOURNOY_STREET,0,2,0,1,0,0,0,0,0,0,0,0
3848_WEST_GLADYS_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
3848_WEST_GRENSHAW_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3848_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3848_WEST_POLK_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3848_WEST_WILCOX_STREET,0,0,1,0,0,0,1,0,0,0,0,0
3849_WEST_ADAMS_STREET,0,0,0,0,0,0,0,2,0,0,0,0
3849_WEST_FILLMORE_STREET,1,0,0,0,0,1,0,0,0,0,0,0
3849_WEST_FLOURNOY_STREET,0,2,0,1,0,0,0,0,0,0,0,0
3849_WEST_GRENSHAW_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3849_WEST_HURON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3849_WEST_MADISON_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3849_WEST_MAYPOLE_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
3849_WEST_POLK_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3850_WEST_ARTHINGTON_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3850_WEST_FERDINAND_STREET,1,0,0,0,0,1,0,0,0,0,0,0
3850_WEST_JACKSON_BOULEVARD,2,0,0,0,0,0,0,0,0,0,0,0
3850_WEST_MAYPOLE_AVENUE,0,0,1,0,0,1,0,0,0,0,0,0
3850_WEST_MONROE_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3850_WEST_OHIO_STREET,0,1,0,1,0,0,0,0,0,0,0,0
3851_WEST_ADAMS_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3851_WEST_GLADYS_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
3851_WEST_JACKSON_BOULEVARD,2,0,0,0,0,0,0,0,0,0,0,0
3851_WEST_MONROE_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3852_WEST_ARTHINGTON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3852_WEST_FILLMORE_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3852_WEST_FLOURNOY_STREET,0,2,0,1,0,0,0,0,0,0,0,0
3852_WEST_GLADYS_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
3852_WEST_GRENSHAW_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3852_WEST_MAYPOLE_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
3852_WEST_MONROE_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3852_WEST_WEST_END_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
3852_WEST_WILCOX_STREET,0,0,1,0,0,0,1,0,0,0,0,0
3853_WEST_ARTHINGTON_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3853_WEST_FILLMORE_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3853_WEST_MONROE_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3853_WEST_POLK_STREET,0,1,2,0,0,1,0,0,0,0,0,0
3853_WEST_WEST_END_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
3854_WEST_ARTHINGTON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3854_WEST_FILLMORE_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3854_WEST_MADISON_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3854_WEST_MAYPOLE_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
3854_WEST_POLK_STREET,0,1,2,0,0,1,0,0,0,0,0,0
3855_WEST_ARTHINGTON_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3855_WEST_FERDINAND_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3855_WEST_FILLMORE_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3855_WEST_GRENSHAW_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3855_WEST_MAYPOLE_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
3855_WEST_MONROE_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3855_WEST_POLK_STREET,0,1,2,0,0,1,0,0,0,0,0,0
3855_WEST_WASHINGTON_BOULEVARD,0,0,0,0,0,0,0,2,0,0,0,0
3855_WEST_WEST_END_AVENUE,0,0,0,1,0,0,0,1,0,0,0,0
3856_WEST_ARTHINGTON_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3856_WEST_FLOURNOY_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3856_WEST_GRENSHAW_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3857_WEST_FILLMORE_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3857_WEST_FLOURNOY_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3857_WEST_GRENSHAW_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3858_WEST_FILLMORE_STREET,0,0,0,0,0,1,0,0,0,0,0,0
3858_WEST_FLOURNOY_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3858_WEST_GRENSHAW_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3858_WEST_MADISON_STREET,0,0,1,1,0,0,0,0,0,0,0,0
3858_WEST_POLK_STREET,0,1,2,0,0,1,0,0,0,0,0,0
3858_WEST_ROOSEVELT_ROAD,0,0,0,0,0,1,0,0,0,0,0,0
3858_WEST_WASHINGTON_BOULEVARD,1,0,1,0,0,0,0,0,0,0,0,0
3858_WEST_WEST_END_AVENUE,0,0,0,1,0,0,0,1,0,0,0,0
3859_WEST_ARTHINGTON_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3859_WEST_FILLMORE_STREET,0,0,0,0,0,1,0,0,0,0,0,0
3859_WEST_GRENSHAW_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3859_WEST_MADISON_STREET,0,0,1,1,0,0,0,0,0,0,0,0
3860_WEST_GRENSHAW_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3860_WEST_ROOSEVELT_ROAD,0,0,0,0,0,1,0,0,0,0,0,0
3860_WEST_WEST_END_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
3861_WEST_ARTHINGTON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3900_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3900_WEST_MONROE_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3900_WEST_ROOSEVELT_ROAD,0,0,0,1,0,0,0,0,0,0,0,0
3900_WEST_VAN_BUREN_STREET,0,0,2,1,0,0,0,0,0,0,0,0
3901_WEST_MADISON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3901_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3901_WEST_MONROE_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3902_WEST_FILLMORE_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3902_WEST_ROOSEVELT_ROAD,0,0,0,0,0,1,0,0,0,0,0,0
3902_WEST_VAN_BUREN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3903_WEST_GLADYS_AVENUE,0,0,1,0,0,0,0,0,0,0,0,0
3903_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3903_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3905_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3905_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3905_WEST_VAN_BUREN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3905_WEST_WILCOX_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3906_WEST_CONGRESS_PARKWAY,0,1,0,1,0,1,0,0,0,0,0,0
3906_WEST_FILLMORE_STREET,0,0,0,1,0,0,0,1,0,0,0,0
3906_WEST_HURON_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3907_WEST_ARTHINGTON_STREET,2,0,1,0,0,0,0,0,0,0,0,0
3907_WEST_FILLMORE_STREET,0,0,0,1,0,0,0,1,0,0,0,0
3907_WEST_GLADYS_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
3907_WEST_JACKSON_BOULEVARD,1,0,0,0,0,1,0,0,0,0,0,0
3907_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3907_WEST_MONROE_STREET,0,0,0,0,0,0,1,0,0,0,0,0
3907_WEST_POLK_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3907_WEST_VAN_BUREN_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3908_WEST_CONGRESS_PARKWAY,0,1,0,1,0,1,0,0,0,0,0,0
3908_WEST_FERDINAND_STREET,0,0,0,0,0,1,0,0,0,0,0,0
3908_WEST_MONROE_STREET,0,0,1,1,0,0,0,0,0,0,0,0
3908_WEST_VAN_BUREN_STREET,3,0,0,0,0,1,0,0,0,0,0,0
3909_WEST_ARTHINGTON_STREET,2,0,1,0,0,0,0,0,0,0,0,0
3909_WEST_GLADYS_AVENUE,0,0,0,0,0,1,0,1,0,0,0,0
3909_WEST_HARRISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3909_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3909_WEST_MONROE_STREET,0,0,0,0,0,0,1,0,0,0,0,0
3909_WEST_VAN_BUREN_STREET,3,0,0,0,0,1,0,0,0,0,0,0
3910_WEST_ARTHINGTON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3910_WEST_CONGRESS_PARKWAY,0,3,1,0,0,0,0,0,0,0,0,0
3910_WEST_FERDINAND_STREET,1,0,0,0,0,0,1,0,0,0,0,0
3910_WEST_FILLMORE_STREET,2,1,0,0,0,0,0,0,0,0,0,0
3910_WEST_FLOURNOY_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3910_WEST_MONROE_STREET,0,0,1,1,0,0,0,0,0,0,0,0
3910_WEST_VAN_BUREN_STREET,3,0,0,0,0,1,0,0,0,0,0,0
3910_WEST_WILCOX_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3911_WEST_FILLMORE_STREET,1,1,0,0,0,0,0,0,0,0,0,0
3911_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3911_WEST_MONROE_STREET,0,0,1,1,0,0,0,0,0,0,0,0
3911_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3912_WEST_ARTHINGTON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3912_WEST_CONGRESS_PARKWAY,0,1,0,0,0,0,0,1,0,0,0,0
3912_WEST_FILLMORE_STREET,2,1,0,0,0,0,0,0,0,0,0,0
3912_WEST_FLOURNOY_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3912_WEST_GLADYS_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
3912_WEST_JACKSON_BOULEVARD,2,0,0,0,1,0,0,0,0,0,0,0
3912_WEST_WILCOX_STREET,1,0,0,0,0,1,0,1,0,0,0,0
3913_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3913_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3914_WEST_CONGRESS_PARKWAY,1,0,0,0,0,0,0,0,0,0,0,0
3914_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3914_WEST_GRENSHAW_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3914_WEST_MONROE_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3914_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3915_WEST_FILLMORE_STREET,1,1,0,0,0,0,0,0,0,0,0,0
3915_WEST_FLOURNOY_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3915_WEST_GLADYS_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
3915_WEST_GRENSHAW_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3915_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3915_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3915_WEST_MONROE_STREET,1,0,0,0,0,0,0,1,0,0,0,0
3915_WEST_ROOSEVELT_ROAD,2,0,0,0,0,0,0,0,0,0,0,0
3915_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3916_WEST_ARTHINGTON_STREET,1,0,0,1,0,0,0,0,0,0,0,0
3916_WEST_CONGRESS_PARKWAY,1,1,0,0,0,1,0,0,0,0,0,0
3916_WEST_FILLMORE_STREET,1,1,0,0,0,0,0,0,0,0,0,0
3916_WEST_FLOURNOY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
3916_WEST_GRENSHAW_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3916_WEST_JACKSON_BOULEVARD,0,0,0,0,0,0,1,1,0,0,0,0
3916_WEST_LEXINGTON_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3916_WEST_MONROE_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3916_WEST_POLK_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3916_WEST_ROOSEVELT_ROAD,1,0,0,0,0,0,0,0,0,0,0,0
3916_WEST_WASHINGTON_BOULEVARD,1,0,1,0,0,0,0,0,0,0,0,0
3916_WEST_WILCOX_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3917_WEST_ARTHINGTON_STREET,1,0,0,1,0,0,0,0,0,0,0,0
3917_WEST_FILLMORE_STREET,1,1,0,0,0,0,0,1,0,0,0,0
3917_WEST_FLOURNOY_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3917_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3917_WEST_GRENSHAW_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3917_WEST_HARRISON_STREET,0,0,0,0,1,0,0,0,0,0,0,0
3917_WEST_LEXINGTON_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3917_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3917_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3917_WEST_MONROE_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3917_WEST_POLK_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3917_WEST_VAN_BUREN_STREET,1,0,0,0,0,1,0,0,0,0,0,0
3918_WEST_ARTHINGTON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3918_WEST_FILLMORE_STREET,1,1,0,0,0,0,0,1,0,0,0,0
3918_WEST_FLOURNOY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
3918_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3918_WEST_GRENSHAW_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3918_WEST_LEXINGTON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3918_WEST_POLK_STREET,1,0,0,0,0,0,0,3,0,0,0,0
3918_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3918_WEST_WILCOX_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3919_WEST_ARTHINGTON_STREET,1,0,2,0,0,0,0,0,0,0,0,0
3919_WEST_FILLMORE_STREET,1,1,0,0,0,0,0,1,0,0,0,0
3919_WEST_FLOURNOY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
3919_WEST_GRENSHAW_STREET,0,0,0,1,0,0,0,0,0,0,0,0
3919_WEST_JACKSON_BOULEVARD,0,0,1,0,0,0,0,0,0,0,0,0
3919_WEST_LEXINGTON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3919_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3919_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3919_WEST_MONROE_STREET,0,0,2,1,0,0,0,0,0,0,0,0
3919_WEST_VAN_BUREN_STREET,1,0,0,0,0,1,0,0,0,0,0,0
3920_WEST_CONGRESS_PARKWAY,1,1,0,0,0,1,0,0,0,0,0,0
3920_WEST_FILLMORE_STREET,1,1,0,1,0,0,0,0,0,0,0,0
3920_WEST_FLOURNOY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
3920_WEST_GLADYS_AVENUE,0,0,1,0,0,0,0,2,0,0,0,0
3920_WEST_POLK_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3920_WEST_WILCOX_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3921_WEST_ARTHINGTON_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3921_WEST_FILLMORE_STREET,1,1,0,1,0,0,0,0,0,0,0,0
3921_WEST_FLOURNOY_STREET,3,0,0,0,0,0,0,0,0,0,0,0
3921_WEST_GLADYS_AVENUE,0,0,1,0,0,0,0,2,0,0,0,0
3921_WEST_GRENSHAW_STREET,0,0,1,0,0,0,0,1,0,0,0,0
3921_WEST_JACKSON_BOULEVARD,1,0,0,0,0,0,0,0,0,0,0,0
3921_WEST_LEXINGTON_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3921_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3921_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3921_WEST_MONROE_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3921_WEST_POLK_STREET,0,0,1,0,0,1,0,0,0,0,0,0
3922_WEST_ARTHINGTON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3922_WEST_CONGRESS_PARKWAY,0,0,2,0,0,0,0,0,0,0,0,0
3922_WEST_FILLMORE_STREET,1,1,0,1,0,0,0,0,0,0,0,0
3922_WEST_FLOURNOY_STREET,1,2,0,0,0,0,0,1,0,0,0,0
3922_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3922_WEST_MONROE_STREET,0,0,2,1,0,0,0,0,0,0,0,0
3922_WEST_POLK_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3922_WEST_VAN_BUREN_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3923_WEST_FLOURNOY_STREET,1,2,0,0,0,0,0,1,0,0,0,0
3923_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3923_WEST_JACKSON_BOULEVARD,1,0,0,0,0,0,0,0,0,0,0,0
3923_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3923_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3923_WEST_POLK_STREET,1,0,0,0,0,0,0,3,0,0,0,0
3923_WEST_VAN_BUREN_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3924_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3924_WEST_MONROE_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3924_WEST_WILCOX_STREET,0,0,0,0,0,0,0,1,0,0,0,0
3925_WEST_FILLMORE_STREET,2,0,1,0,0,0,0,1,0,0,0,0
3925_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3925_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3925_WEST_MAYPOLE_AVENUE,0,0,1,1,0,0,0,1,0,0,0,0
3925_WEST_MONROE_STREET,0,0,1,0,0,0,0,0,0,0,0,0
3925_WEST_POLK_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3925_WEST_ROOSEVELT_ROAD,1,0,1,0,0,0,0,1,0,0,0,0
3925_WEST_VAN_BUREN_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3926_WEST_ARTHINGTON_STREET,0,0,0,0,0,2,0,0,0,0,0,0
3926_WEST_CONGRESS_PARKWAY,0,0,2,0,0,0,0,0,0,0,0,0
3926_WEST_FLOURNOY_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3926_WEST_LEXINGTON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3926_WEST_MONROE_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3926_WEST_POLK_STREET,0,0,1,0,0,1,0,1,0,0,0,0
3926_WEST_VAN_BUREN_STREET,0,0,2,0,0,0,0,0,0,0,0,0
3927_WEST_ARTHINGTON_STREET,1,0,1,0,0,0,0,0,0,0,0,0
3927_WEST_FILLMORE_STREET,2,0,1,0,0,0,0,1,0,0,0,0
3927_WEST_FLOURNOY_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3927_WEST_LEXINGTON_STREET,2,0,0,0,0,0,0,0,0,0,0,0
3927_WEST_MADISON_STREET,1,0,0,0,0,0,0,0,0,0,0,0
3927_WEST_MAYPOLE_AVENUE,0,1,1,0,0,0,0,1,0,0,0,0
3927_WEST_POLK_STREET,0,0,1,0,0,1,0,1,0,0,0,0
3928_WEST_ARTHINGTON_STREET,0,0,0,0,0,2,0,0,0,0,0,0
3928_WEST_CONGRESS_PARKWAY,1,0,0,0,0,0,0,0,0,0,0,0
3928_WEST_FILLMORE_STREET,1,1,1,0,0,0,0,0,0,0,0,0
3928_WEST_GLADYS_AVENUE,1,0,0,0,0,0,0,0,0,0,0,0
3928_WEST_LEXINGTON_STREET,2,2,0,0,0,1,1,0,0,0,0,0
3928_WEST_VAN_BUREN_STREET,0,0,0,0,0,0,1,0,0,0,0,0
