,SUV,pickup truck,sedan,hatchback,convertible,coupe,roadster,van,firetruck,garbagetruck,mailtruck,trailertruck
10_EAST_JACKSON_BOULEVARD,0,0,1,0,0,0,0,0,0,0,0,0
11_WEST_QUINCY_STREET,0,0,0,1,0,0,0,0,0,0,0,0
14_WEST_JACKSON_BOULEVARD,1,0,1,0,0,0,0,0,0,0,0,0
16_WEST_JACKSON_BOULEVARD,1,0,0,0,0,1,0,0,0,0,0,0
18_WEST_JACKSON_BOULEVARD,1,0,0,0,0,1,0,0,0,0,0,0
19_WEST_JACKSON_BOULEVARD,1,0,0,0,0,1,0,0,0,0,0,0
19_WEST_QUINCY_STREET,0,0,0,1,0,0,0,0,0,0,0,0
1_EAST_JACKSON_BOULEVARD,4,0,0,0,0,0,0,0,0,0,0,0
200_SOUTH_CLARK_STREET,0,0,1,0,0,0,0,0,0,0,0,0
201_SOUTH_MICHIGAN_AVENUE,0,0,2,0,0,0,0,0,0,0,0,0
201_SOUTH_WABASH_AVENUE,0,0,1,1,0,0,0,0,0,0,0,0
202_SOUTH_STATE_STREET,1,0,0,0,0,0,0,0,0,0,0,0
204_SOUTH_CLARK_STREET,2,0,0,0,0,0,0,0,0,0,0,0
208_SOUTH_LA_SALLE_STREET,0,0,0,0,0,1,0,0,0,1,0,0
210_SOUTH_CLARK_STREET,0,0,1,0,0,0,0,0,0,0,0,0
211_SOUTH_CLARK_STREET,2,0,0,0,0,0,0,0,0,0,0,0
212_SOUTH_CLARK_STREET,0,0,1,0,0,0,0,0,0,0,0,0
212_SOUTH_STATE_STREET,0,0,2,0,0,0,0,0,0,0,0,0
213_SOUTH_STATE_STREET,2,0,1,0,0,0,0,0,0,0,0,0
214_SOUTH_WABASH_AVENUE,1,0,0,0,0,0,1,0,0,0,0,0
216_SOUTH_WABASH_AVENUE,1,0,0,0,0,0,1,0,0,0,0,0
218_SOUTH_CLARK_STREET,0,0,1,0,0,0,0,0,0,0,0,0
218_SOUTH_WABASH_AVENUE,1,0,0,1,0,0,0,0,0,0,0,0
21_EAST_ADAMS_STREET,1,0,0,0,0,0,0,0,0,0,0,1
220_SOUTH_CLARK_STREET,1,0,0,0,0,0,0,0,0,0,0,0
220_SOUTH_WABASH_AVENUE,1,2,0,0,0,1,0,1,0,0,0,0
226_SOUTH_MICHIGAN_AVENUE,2,0,0,0,0,0,0,0,0,0,0,0
227_SOUTH_STATE_STREET,2,0,0,0,0,0,0,0,0,0,0,0
231_SOUTH_STATE_STREET,0,0,1,0,0,0,0,0,0,0,0,0
27_EAST_ADAMS_STREET,1,1,1,0,0,0,0,0,0,0,0,0
29_EAST_ADAMS_STREET,3,0,0,0,0,0,0,0,0,0,0,0
29_WEST_JACKSON_BOULEVARD,1,0,1,0,0,0,0,1,0,0,0,0
300_SOUTH_STATE_STREET,2,0,0,0,0,0,0,0,0,0,0,0
300_SOUTH_WABASH_AVENUE,0,0,0,1,0,0,1,0,0,0,0,0
306_SOUTH_PLYMOUTH_COURT,0,0,2,0,0,0,0,1,0,0,1,0
308_SOUTH_PLYMOUTH_COURT,0,0,2,0,0,0,0,1,0,0,1,0
310_SOUTH_PLYMOUTH_COURT,0,0,2,0,0,0,0,1,0,0,1,0
312_SOUTH_PLYMOUTH_COURT,0,0,1,1,0,0,0,1,0,0,1,0
312_SOUTH_STATE_STREET,2,0,0,0,0,0,0,0,0,0,0,0
314_SOUTH_FEDERAL_STREET,1,0,0,0,0,0,0,0,0,0,0,0
314_SOUTH_PLYMOUTH_COURT,0,0,1,1,0,0,0,1,0,0,1,0
315_SOUTH_PLYMOUTH_COURT,0,0,1,1,0,0,0,1,0,0,1,0
316_SOUTH_PLYMOUTH_COURT,0,0,1,1,0,0,0,1,0,0,1,0
318_SOUTH_PLYMOUTH_COURT,0,0,1,1,0,0,0,1,0,0,1,0
31_EAST_ADAMS_STREET,2,0,0,0,0,0,0,0,0,0,0,0
31_WEST_JACKSON_BOULEVARD,1,0,1,0,0,0,0,1,0,0,0,0
320_SOUTH_PLYMOUTH_COURT,2,0,0,0,0,1,0,0,0,0,0,0
321_SOUTH_PLYMOUTH_COURT,1,1,0,0,1,0,0,0,0,0,0,0
324_SOUTH_MICHIGAN_AVENUE,0,0,0,1,0,0,0,1,1,0,0,0
324_SOUTH_PLYMOUTH_COURT,2,0,0,0,0,1,0,0,0,0,0,0
325_SOUTH_MICHIGAN_AVENUE,0,2,2,0,0,0,0,0,0,0,0,0
325_SOUTH_WABASH_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
326_SOUTH_PLYMOUTH_COURT,1,1,0,0,1,0,0,0,0,0,0,0
327_SOUTH_WABASH_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
328_SOUTH_MICHIGAN_AVENUE,0,0,0,1,0,0,0,1,1,0,0,0
328_SOUTH_PLYMOUTH_COURT,1,1,0,0,1,0,0,0,0,0,0,0
329_SOUTH_WABASH_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
330_SOUTH_MICHIGAN_AVENUE,0,0,0,1,0,0,0,1,1,0,0,0
330_SOUTH_PLYMOUTH_COURT,1,1,0,0,1,0,0,0,0,0,0,0
331_SOUTH_PLYMOUTH_COURT,2,0,1,0,0,0,0,0,0,0,0,0
331_SOUTH_WABASH_AVENUE,0,0,0,0,0,0,0,2,0,0,0,0
332_SOUTH_FEDERAL_STREET,1,0,0,0,0,0,0,2,0,0,0,0
332_SOUTH_MICHIGAN_AVENUE,0,2,2,0,0,0,0,0,0,0,0,0
332_SOUTH_PLYMOUTH_COURT,1,0,2,0,0,0,0,1,0,0,0,0
333_SOUTH_WABASH_AVENUE,1,0,2,0,0,0,0,0,0,0,0,0
33_EAST_ADAMS_STREET,1,0,0,0,0,0,0,0,0,0,0,0
35_EAST_ADAMS_STREET,0,1,1,0,0,0,0,1,0,0,0,0
53_WEST_JACKSON_BOULEVARD,2,0,0,0,0,0,0,1,0,0,0,0
65_WEST_JACKSON_BOULEVARD,2,1,1,0,0,0,0,0,0,0,0,0
67_WEST_JACKSON_BOULEVARD,2,1,1,0,0,0,0,0,0,0,0,0
1000_WEST_63RD_STREET,1,1,1,0,0,0,0,1,0,0,0,0
1003_WEST_58TH_STREET,0,0,0,0,0,0,1,0,0,0,0,0
1003_WEST_71ST_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1005_WEST_58TH_STREET,0,0,0,0,0,0,1,0,0,0,0,0
1006_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1006_WEST_70TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
1007_WEST_58TH_STREET,0,0,0,0,0,0,1,0,0,0,0,0
1007_WEST_63RD_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1007_WEST_68TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
1008_WEST_63RD_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1009_WEST_58TH_STREET,0,0,0,0,0,0,1,0,0,0,0,0
100_WEST_72ND_STREET,1,0,0,0,0,0,0,0,0,0,0,0
100_WEST_73RD_STREET,3,0,0,0,0,0,0,1,0,0,0,0
1010_WEST_57TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1010_WEST_69TH_STREET,1,1,0,1,0,0,0,0,0,0,0,0
1011_WEST_58TH_STREET,0,0,0,0,0,0,1,0,0,0,0,0
1011_WEST_68TH_STREET,0,1,0,0,0,0,0,1,0,0,0,0
1012_WEST_63RD_STREET,1,1,0,0,0,0,0,0,0,0,0,0
1013_WEST_63RD_STREET,1,1,0,0,0,0,0,0,0,0,0,0
1014_WEST_57TH_STREET,1,0,1,0,0,0,0,2,0,0,1,0
1014_WEST_72ND_STREET,1,0,0,0,0,0,0,0,0,0,0,0
1015_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1015_WEST_69TH_STREET,0,1,0,0,0,0,0,1,0,0,0,0
1016_WEST_63RD_STREET,2,0,0,0,0,0,0,1,0,0,0,0
1016_WEST_64TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
1016_WEST_70TH_STREET,0,0,1,0,0,0,1,0,0,0,0,0
1016_WEST_72ND_STREET,2,1,0,0,0,0,0,0,0,1,0,0
1017_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1018_WEST_63RD_STREET,2,0,0,0,0,0,0,1,0,0,0,0
1019_WEST_63RD_STREET,2,0,0,0,0,0,0,1,0,0,0,0
101_WEST_74TH_STREET,2,2,0,1,0,0,0,0,0,0,0,0
1020_WEST_61ST_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1020_WEST_64TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1020_WEST_70TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1022_WEST_63RD_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1022_WEST_64TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
102_WEST_73RD_STREET,3,0,0,0,0,0,0,1,0,0,0,0
102_WEST_74TH_STREET,1,0,2,0,0,1,0,0,0,0,0,0
1034_WEST_61ST_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1034_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1035_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1036_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1037_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1038_WEST_61ST_STREET,1,0,1,0,0,0,0,0,0,0,0,0
103_WEST_73RD_STREET,1,0,2,1,0,0,0,0,0,0,0,0
1040_WEST_61ST_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1041_WEST_59TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1041_WEST_61ST_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1044_WEST_69TH_STREET,2,1,0,0,0,0,0,0,0,0,0,0
1044_WEST_70TH_STREET,0,1,0,0,0,0,0,1,0,0,0,0
1046_WEST_61ST_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1049_WEST_64TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1049_WEST_72ND_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1050_WEST_MARQUETTE_ROAD,1,0,0,0,0,0,0,0,0,0,0,0
1051_WEST_70TH_STREET,0,0,1,0,0,0,1,0,0,0,0,0
1051_WEST_72ND_STREET,1,0,0,0,0,1,0,0,0,0,0,0
1052_WEST_MARQUETTE_ROAD,1,0,0,0,0,0,0,0,0,0,0,0
1055_WEST_70TH_STREET,0,0,1,0,0,0,1,0,0,0,0,0
105_WEST_74TH_STREET,3,1,0,0,0,0,0,0,0,0,0,0
107_WEST_73RD_STREET,1,2,1,0,0,0,0,1,0,0,0,0
107_WEST_74TH_STREET,3,1,0,0,0,0,0,0,0,0,0,0
1101_WEST_71ST_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1103_WEST_MARQUETTE_ROAD,0,0,2,1,0,0,0,0,0,0,0,0
1105_WEST_MARQUETTE_ROAD,0,0,2,1,0,0,0,0,0,0,0,0
1107_WEST_71ST_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1109_WEST_59TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1109_WEST_61ST_STREET,0,0,1,0,0,0,0,0,0,0,0,0
110_WEST_68TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1111_WEST_61ST_STREET,0,0,1,0,0,0,1,0,0,0,0,0
1111_WEST_71ST_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1112_WEST_63RD_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1114_WEST_60TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
1116_WEST_69TH_STREET,1,0,0,1,0,0,0,1,0,0,0,0
1118_WEST_69TH_STREET,1,0,0,0,0,0,0,1,0,0,0,0
1119_WEST_GARFIELD_BOULEVARD,1,0,0,0,0,0,0,0,0,0,0,0
111_WEST_70TH_STREET,0,0,1,0,0,0,0,4,0,0,1,0
111_WEST_74TH_STREET,0,0,5,2,0,1,0,0,0,0,0,0
1120_WEST_69TH_STREET,1,0,0,1,0,0,0,1,0,0,0,0
1120_WEST_71ST_STREET,1,0,0,0,0,0,0,0,0,0,0,0
1121_WEST_71ST_STREET,1,0,0,0,0,0,0,0,0,0,0,0
1122_WEST_61ST_STREET,3,1,0,0,0,0,0,0,0,0,0,0
1122_WEST_69TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
1124_WEST_69TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
1133_WEST_71ST_STREET,1,0,1,0,0,0,0,0,0,0,0,0
1135_WEST_71ST_STREET,3,0,0,0,0,0,0,0,0,0,0,0
1139_WEST_68TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
1139_WEST_71ST_STREET,0,1,0,0,0,0,0,1,0,0,0,0
1143_WEST_72ND_STREET,2,1,0,0,0,0,0,0,0,1,0,0
1145_WEST_71ST_STREET,0,0,0,0,0,0,0,1,0,0,0,0
1146_WEST_69TH_STREET,2,1,0,0,0,0,0,0,0,0,0,0
1151_WEST_63RD_STREET,1,0,0,1,0,0,0,0,0,0,0,0
1154_WEST_MARQUETTE_ROAD,1,0,0,0,0,0,0,1,0,0,0,0
1156_WEST_63RD_STREET,1,0,0,1,0,0,0,0,0,0,0,0
1158_WEST_59TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
1158_WEST_63RD_STREET,1,0,0,0,0,0,0,2,0,0,0,0
115_WEST_74TH_STREET,3,0,0,0,0,0,0,0,0,0,0,0
117_WEST_74TH_STREET,3,0,0,0,0,0,0,0,0,0,0,0
11_EAST_57TH_STREET,0,0,2,0,0,0,0,0,0,0,0,0
11_EAST_59TH_STREET,0,1,1,0,0,1,0,0,0,0,0,0
128_WEST_69TH_STREET,1,0,0,1,0,0,0,1,0,0,0,0
130_WEST_64TH_STREET,1,0,0,0,0,1,0,0,0,0,0,0
130_WEST_69TH_STREET,1,0,1,2,0,0,0,2,0,0,0,0
130_WEST_71ST_STREET,1,0,0,0,0,1,0,0,0,0,0,0
132_WEST_64TH_STREET,1,0,0,0,0,1,0,0,0,0,0,0
132_WEST_69TH_STREET,1,0,1,2,0,0,0,2,0,0,0,0
132_WEST_71ST_STREET,1,0,1,0,0,0,0,1,0,0,0,0
133_WEST_63RD_STREET,0,0,2,0,0,0,0,0,0,0,0,0
134_WEST_64TH_STREET,1,0,1,1,0,0,0,0,0,0,0,0
134_WEST_71ST_STREET,1,0,1,0,0,0,0,1,0,0,0,0
135_WEST_63RD_STREET,0,0,2,0,0,0,0,0,0,0,0,0
136_WEST_64TH_STREET,1,0,1,1,0,0,0,0,0,0,0,0
136_WEST_71ST_STREET,2,0,3,0,0,0,0,0,0,0,0,0
138_WEST_64TH_STREET,1,0,1,1,0,0,0,0,0,0,0,0
138_WEST_70TH_STREET,2,0,0,1,0,0,0,0,0,0,0,0
138_WEST_73RD_STREET,1,1,2,1,0,0,0,0,0,0,0,0
138_WEST_MARQUETTE_ROAD,2,0,0,0,0,0,0,0,0,0,0,0
139_WEST_71ST_STREET,2,0,3,0,0,0,0,0,0,0,0,0
139_WEST_74TH_STREET,4,0,1,0,0,0,0,0,0,0,0,0
139_WEST_MARQUETTE_ROAD,2,0,0,0,0,0,0,0,0,0,0,0
140_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
140_WEST_64TH_STREET,1,0,0,1,0,0,1,0,0,0,0,0
140_WEST_68TH_STREET,2,0,1,1,0,0,0,0,0,0,0,0
140_WEST_70TH_STREET,1,0,3,0,0,0,0,1,0,0,0,0
140_WEST_73RD_STREET,1,1,2,1,0,0,0,0,0,0,0,0
140_WEST_MARQUETTE_ROAD,0,0,1,0,0,0,0,0,0,0,0,0
141_WEST_MARQUETTE_ROAD,2,0,0,0,0,0,0,0,0,0,0,0
142_WEST_64TH_STREET,1,0,0,1,0,0,1,0,0,0,0,0
143_WEST_69TH_STREET,1,0,1,0,0,1,0,0,0,0,0,0
143_WEST_71ST_STREET,2,0,1,0,0,1,0,0,0,0,0,0
143_WEST_74TH_STREET,4,0,1,0,0,0,0,0,0,0,0,0
144_WEST_64TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
144_WEST_66TH_STREET,0,0,1,0,0,0,0,1,0,0,0,0
144_WEST_74TH_STREET,2,0,1,0,0,0,0,1,0,0,0,0
144_WEST_75TH_STREET,2,1,1,1,0,0,0,0,0,0,0,0
145_WEST_71ST_STREET,2,0,1,0,0,1,0,0,0,0,0,0
145_WEST_74TH_STREET,3,0,0,0,0,0,0,0,0,0,0,0
146_WEST_59TH_STREET,0,0,0,0,0,0,1,1,0,0,0,0
146_WEST_64TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
146_WEST_66TH_STREET,0,0,1,0,0,0,0,1,0,0,0,0
146_WEST_70TH_STREET,0,0,1,2,0,0,0,1,0,0,0,0
147_WEST_71ST_STREET,3,0,0,1,0,0,0,1,0,0,1,0
148_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
148_WEST_64TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
148_WEST_74TH_STREET,4,0,1,0,0,0,0,0,0,0,0,0
149_WEST_74TH_STREET,3,0,0,0,0,0,0,0,0,0,0,0
14_WEST_65TH_STREET,0,0,0,0,0,1,0,1,0,0,0,0
150_WEST_64TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
150_WEST_70TH_STREET,3,1,0,0,0,0,0,0,0,0,0,0
150_WEST_74TH_STREET,4,0,1,0,0,0,0,0,0,0,0,0
150_WEST_75TH_STREET,2,0,0,2,0,0,0,0,0,0,0,0
152_WEST_64TH_STREET,1,2,0,0,0,0,0,0,0,0,0,0
153_WEST_74TH_STREET,0,0,0,1,0,0,0,1,0,0,0,0
154_WEST_64TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
154_WEST_74TH_STREET,3,0,0,0,0,0,0,0,0,0,0,0
156_WEST_64TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
156_WEST_70TH_STREET,0,0,1,1,0,1,0,0,0,0,0,0
158_WEST_74TH_STREET,0,0,0,1,0,0,0,1,0,0,0,0
160_WEST_70TH_STREET,0,2,1,1,0,1,0,1,0,0,0,0
164_WEST_70TH_STREET,0,2,1,1,0,1,0,1,0,0,0,0
166_WEST_70TH_STREET,0,2,1,1,0,1,0,1,0,0,0,0
17_WEST_65TH_STREET,1,1,0,0,0,1,0,0,0,1,0,0
19_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
213_WEST_65TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
215_WEST_65TH_STREET,2,0,0,0,0,0,0,2,0,0,0,0
219_WEST_65TH_STREET,0,0,1,0,0,0,0,1,0,0,0,0
21_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
221_WEST_65TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
221_WEST_66TH_STREET,1,0,0,0,0,1,1,0,0,0,0,0
234_WEST_57TH_STREET,1,0,1,0,0,0,0,1,0,0,0,0
234_WEST_71ST_STREET,2,1,0,0,0,0,0,1,0,0,0,0
236_WEST_57TH_STREET,0,0,0,1,0,0,0,1,0,0,0,0
238_WEST_57TH_STREET,0,0,0,1,0,0,0,1,0,0,0,0
239_WEST_74TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
23_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
240_WEST_57TH_STREET,2,0,0,0,0,0,0,0,0,0,0,2
241_WEST_74TH_STREET,2,0,0,0,0,0,0,1,0,0,0,0
241_WEST_MARQUETTE_ROAD,1,0,0,0,0,0,0,0,0,0,0,0
242_WEST_59TH_PLACE,1,0,0,0,0,0,0,0,0,0,0,0
243_WEST_74TH_STREET,2,0,0,0,0,0,0,1,0,0,0,0
243_WEST_MARQUETTE_ROAD,1,0,0,0,0,0,0,0,0,0,0,0
244_WEST_65TH_STREET,1,0,0,0,0,0,0,0,0,0,0,0
245_WEST_57TH_STREET,0,1,1,0,0,0,0,0,0,0,0,0
245_WEST_60TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
248_WEST_65TH_STREET,1,0,1,0,0,0,0,0,0,0,0,0
249_WEST_60TH_STREET,1,0,2,0,0,0,0,0,0,0,0,0
250_WEST_61ST_PLACE,0,0,0,0,0,1,0,0,0,0,0,0
250_WEST_75TH_STREET,2,0,0,1,0,0,0,1,0,0,0,0
251_WEST_63RD_STREET,1,0,1,1,0,0,0,0,0,0,0,0
252_WEST_60TH_PLACE,0,1,0,0,0,1,0,0,0,0,0,0
253_WEST_60TH_STREET,2,0,1,0,0,1,0,1,0,0,0,0
253_WEST_63RD_STREET,1,0,1,1,0,0,0,0,0,0,0,0
254_WEST_65TH_STREET,0,0,0,1,0,0,0,0,0,0,0,0
255_WEST_60TH_STREET,2,0,1,0,0,1,0,1,0,0,0,0
255_WEST_63RD_STREET,1,0,2,2,0,0,0,0,0,0,0,0
255_WEST_71ST_STREET,2,0,1,0,0,0,0,0,0,1,0,0
257_WEST_60TH_STREET,2,0,1,0,0,1,0,1,0,0,0,0
259_WEST_65TH_STREET,1,0,1,1,0,0,0,0,0,0,0,0
25_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
27_WEST_59TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
301_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
302_WEST_75TH_STREET,0,0,0,2,0,0,0,0,0,0,0,0
303_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
304_WEST_75TH_STREET,0,2,2,1,0,0,0,0,0,0,0,0
305_WEST_65TH_STREET,3,2,0,0,0,0,0,0,0,0,0,0
305_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
306_WEST_75TH_STREET,0,0,2,0,0,0,0,0,0,0,2,0
308_WEST_71ST_STREET,2,0,1,0,0,0,0,1,0,0,0,0
308_WEST_75TH_STREET,1,0,2,0,0,0,0,1,0,0,1,0
310_WEST_71ST_STREET,1,0,1,1,0,0,0,2,0,0,0,0
310_WEST_72ND_STREET,1,0,0,0,0,0,0,0,0,0,0,0
310_WEST_75TH_STREET,1,0,2,0,0,0,0,1,0,0,1,0
312_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
312_WEST_71ST_STREET,1,0,2,0,0,1,0,0,0,0,0,0
312_WEST_75TH_STREET,0,0,0,2,0,0,0,0,0,0,0,0
314_WEST_61ST_STREET,4,0,0,0,0,0,0,1,0,0,1,0
314_WEST_71ST_STREET,1,0,2,0,0,1,0,0,0,0,0,0
314_WEST_72ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
314_WEST_75TH_STREET,0,0,0,1,0,2,0,1,0,0,0,0
315_WEST_59TH_STREET,1,0,0,0,0,0,1,0,1,0,0,0
316_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
316_WEST_71ST_STREET,0,1,0,1,0,0,0,1,0,0,0,0
316_WEST_72ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
317_WEST_61ST_STREET,1,0,2,0,0,1,1,0,0,0,0,0
318_WEST_72ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
318_WEST_75TH_STREET,0,0,1,0,0,0,0,2,0,0,1,0
319_WEST_61ST_STREET,1,0,2,0,0,1,1,0,0,0,0,0
320_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
320_WEST_72ND_STREET,2,0,0,0,0,0,0,0,0,0,0,0
321_WEST_59TH_STREET,3,1,1,0,0,0,0,0,0,0,0,0
321_WEST_61ST_STREET,1,0,2,0,0,1,1,0,0,0,0,0
322_WEST_58TH_STREET,0,0,1,0,0,0,0,1,0,0,0,0
322_WEST_60TH_PLACE,1,1,0,0,0,0,0,0,0,0,0,0
322_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
322_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
322_WEST_72ND_STREET,1,0,0,0,0,0,0,1,0,0,0,0
324_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
326_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
328_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
329_WEST_61ST_STREET,0,0,0,0,0,1,0,1,0,0,0,0
330_WEST_59TH_PLACE,1,0,0,0,0,0,1,0,0,0,0,0
330_WEST_71ST_STREET,3,2,0,0,0,0,0,2,0,0,0,0
331_WEST_61ST_STREET,1,0,0,0,0,1,0,1,0,0,0,0
332_WEST_71ST_STREET,3,2,0,0,0,0,0,2,0,0,0,0
333_WEST_61ST_STREET,1,0,0,0,0,1,0,1,0,0,0,0
334_WEST_59TH_PLACE,0,1,1,0,1,0,0,0,0,0,0,0
334_WEST_71ST_STREET,0,1,3,0,0,2,0,1,0,0,0,0
336_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
336_WEST_71ST_STREET,0,1,3,0,0,2,0,1,0,0,0,0
337_WEST_61ST_STREET,1,0,0,0,0,1,0,1,0,0,0,0
338_WEST_60TH_PLACE,0,0,1,1,0,0,0,0,0,0,0,0
338_WEST_71ST_STREET,1,0,1,0,0,1,0,0,0,0,0,0
338_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
339_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
340_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
342_WEST_59TH_PLACE,0,0,0,0,0,1,0,0,0,0,0,0
342_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
342_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
342_WEST_NORMAL_PARKWAY,1,0,0,0,0,0,0,0,0,0,0,0
343_WEST_59TH_PLACE,0,0,0,0,0,1,0,0,0,0,0,0
343_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
345_WEST_69TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
346_WEST_57TH_STREET,0,1,1,0,0,0,0,0,0,0,0,0
346_WEST_58TH_STREET,1,0,0,0,0,0,0,1,0,0,1,0
346_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
346_WEST_65TH_STREET,1,0,1,0,0,1,0,2,0,0,0,0
348_WEST_74TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
348_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
350_WEST_57TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
350_WEST_58TH_STREET,1,0,0,0,0,0,0,1,0,0,1,0
350_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
350_WEST_74TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
350_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
350_WEST_NORMAL_PARKWAY,1,0,1,1,0,0,0,0,0,0,0,0
351_WEST_56TH_PLACE,0,0,0,2,0,0,0,0,0,0,0,0
351_WEST_60TH_STREET,0,0,1,0,0,0,0,0,0,0,0,0
352_WEST_58TH_STREET,1,1,0,0,0,0,0,1,0,0,2,0
352_WEST_74TH_STREET,2,0,0,0,0,0,0,0,0,0,0,0
352_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
353_WEST_58TH_STREET,0,0,2,1,0,0,0,0,0,0,0,0
354_WEST_74TH_STREET,0,0,0,0,0,0,0,1,0,0,0,0
354_WEST_75TH_STREET,0,0,0,0,0,2,0,0,0,0,0,0
354_WEST_NORMAL_PARKWAY,1,0,1,1,0,0,0,0,0,0,0,0
356_WEST_57TH_STREET,1,1,2,1,0,1,0,1,0,0,0,0
